taxonomy_id	ensembl_gene_id	symbol	gene_chrom_start	gene_chrom_end	chr_name	chrom_strand	description	type_of_gene
28377	ENSACAG00000028841		3448099	3449256	GL343194.1	1		protein_coding
28377	ENSACAG00000008552		59	11494	GL344502.1	1		protein_coding
28377	ENSACAG00000012668	KCNE5	4348731	4349009	GL343202.1	-1	potassium voltage-gated channel subfamily E regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:6241]	protein_coding
28377	ENSACAG00000005819	ST6GALNAC3	3537914	3923449	GL343194.1	1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]	protein_coding
28377	ENSACAG00000009751	ANXA13	6671243	6682567	4	1	annexin A13 [Source:HGNC Symbol;Acc:HGNC:536]	protein_coding
28377	ENSACAG00000023537		4010828	4012278	GL343194.1	1		protein_coding
28377	ENSACAG00000000004		917	3083	AAWZ02037281	1		protein_coding
28377	ENSACAG00000001808	FAM83H	8805	17383	GL343931.1	1	family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]	protein_coding
28377	ENSACAG00000005827	ST6GALNAC5	4058332	4174907	GL343194.1	1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]	protein_coding
28377	ENSACAG00000021118		336532	342186	GL343589.1	-1		protein_coding
28377	ENSACAG00000022003		5208	24479	GL343405.1	-1		protein_coding
28377	ENSACAG00000028085		38260	69855	GL344263.1	-1		protein_coding
28377	ENSACAG00000023488		4354062	4361651	GL343194.1	-1		protein_coding
28377	ENSACAG00000029095		266	4404	AAWZ02041861	1		protein_coding
28377	ENSACAG00000028425	AGBL4	22498	253479	GL343249.1	1	ATP/GTP binding protein like 4 [Source:HGNC Symbol;Acc:HGNC:25892]	protein_coding
28377	ENSACAG00000024096	MAPK15	22683	35780	GL343931.1	1	mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]	protein_coding
28377	ENSACAG00000005914	AK5	4372421	4542250	GL343194.1	1	adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]	protein_coding
28377	ENSACAG00000004039	B3GAT3	15860	26891	GL344502.1	1	beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]	protein_coding
28377	ENSACAG00000005675	SPATA6	286509	305232	GL343249.1	1	spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]	protein_coding
28377	ENSACAG00000005674		27123	88040	GL343405.1	-1		protein_coding
28377	ENSACAG00000028133		31799	109539	GL343931.1	-1		protein_coding
28377	ENSACAG00000009737	KLHL38	6696654	6705604	4	1	kelch like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435]	protein_coding
28377	ENSACAG00000004855	ASAP3	3647	37167	GL343904.1	1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]	protein_coding
28377	ENSACAG00000022170		39051	65856	GL343931.1	-1		protein_coding
28377	ENSACAG00000012669	ACSL4	4353074	4410943	GL343202.1	-1	acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]	protein_coding
28377	ENSACAG00000005704	TMEM121	120892	121827	GL343405.1	-1	transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511]	protein_coding
28377	ENSACAG00000002419	ATXN2	755331	793853	GL343423.1	-1	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	protein_coding
28377	ENSACAG00000025615		13330	23375	AAWZ02036585	-1		protein_coding
28377	ENSACAG00000005707		163793	181748	GL343405.1	-1		protein_coding
28377	ENSACAG00000009711	FBXO32	6740590	6773788	4	1	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	protein_coding
28377	ENSACAG00000006005		4547559	4608410	GL343194.1	-1		protein_coding
28377	ENSACAG00000005693	SLC5A9	397126	428466	GL343249.1	-1	solute carrier family 5 member 9 [Source:HGNC Symbol;Acc:HGNC:22146]	protein_coding
28377	ENSACAG00000027586		694	2432	AAWZ02037681	1		protein_coding
28377	ENSACAG00000002862	KIF5C	8533	113468	GL343278.1	-1	kinesin family member 5C [Source:HGNC Symbol;Acc:HGNC:6325]	protein_coding
28377	ENSACAG00000005709	MGST3	183574	205426	GL343405.1	-1	microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]	protein_coding
28377	ENSACAG00000005300		126842	139250	GL343656.1	1		protein_coding
28377	ENSACAG00000009686	WDYHV1	6784754	6792246	4	-1	WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490]	protein_coding
28377	ENSACAG00000010658		2920	4064	AAWZ02037681	-1		protein_coding
28377	ENSACAG00000005034		59829	71600	GL343904.1	1		protein_coding
28377	ENSACAG00000028888		15435	20170	AAWZ02037006	1		protein_coding
28377	ENSACAG00000005294		147435	157385	GL343656.1	1		protein_coding
28377	ENSACAG00000009618	ATAD2	6795919	6828489	4	1	ATPase family, AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]	protein_coding
28377	ENSACAG00000005879		679982	682347	GL343249.1	1		protein_coding
28377	ENSACAG00000005746		208466	218753	GL343405.1	-1		protein_coding
28377	ENSACAG00000029091		961670	1100681	GL343249.1	1		protein_coding
28377	ENSACAG00000006035	USP33	4641618	4684112	GL343194.1	-1	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]	protein_coding
28377	ENSACAG00000005885		1552955	1554118	GL343249.1	-1		protein_coding
28377	ENSACAG00000005100	OPRD1	101550	119830	GL343904.1	1	opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]	protein_coding
28377	ENSACAG00000010670	NPRL3	4902	13862	AAWZ02037681	1	NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]	protein_coding
28377	ENSACAG00000009553		1609961	1610970	GL343249.1	-1		protein_coding
28377	ENSACAG00000012888		4448766	4462322	GL343202.1	1		protein_coding
28377	ENSACAG00000006384		439437	466716	GL343536.1	-1		protein_coding
28377	ENSACAG00000005128		128858	138750	GL343904.1	-1		protein_coding
28377	ENSACAG00000005248		169101	179642	GL343656.1	1		protein_coding
28377	ENSACAG00000010719	MPG	14519	15066	AAWZ02037681	-1	N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]	protein_coding
28377	ENSACAG00000010826		118119	118403	GL343229.1	-1		protein_coding
28377	ENSACAG00000009608	ZHX1	6847434	6850022	4	1	zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]	protein_coding
28377	ENSACAG00000005750		232864	326132	GL343405.1	1		protein_coding
28377	ENSACAG00000005891	CMPK1	1643695	1662904	GL343249.1	-1	cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]	protein_coding
28377	ENSACAG00000029618		207132	216486	GL343656.1	1		protein_coding
28377	ENSACAG00000000320		1430	209430	GL343695.1	-1		protein_coding
28377	ENSACAG00000002553	BRAP	812599	828822	GL343423.1	-1	BRCA1 associated protein [Source:HGNC Symbol;Acc:HGNC:1099]	protein_coding
28377	ENSACAG00000005235		226706	235688	GL343656.1	1		protein_coding
28377	ENSACAG00000012011		92595	116759	GL343265.1	1		protein_coding
28377	ENSACAG00000008493	MED30	6865287	6890521	4	-1	mediator complex subunit 30 [Source:HGNC Symbol;Acc:HGNC:23032]	protein_coding
28377	ENSACAG00000003345	EPC2	122167	199240	GL343278.1	-1	enhancer of polycomb homolog 2 [Source:HGNC Symbol;Acc:HGNC:24543]	protein_coding
28377	ENSACAG00000006252	MIGA1	4685849	4740103	GL343194.1	1	mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741]	protein_coding
28377	ENSACAG00000010841	SLC30A8	6974384	6987759	4	1	solute carrier family 30 member 8 [Source:HGNC Symbol;Acc:HGNC:20303]	protein_coding
28377	ENSACAG00000014997		703	6941	AAWZ02040308	1		protein_coding
28377	ENSACAG00000005943	STIL	1673355	1689611	GL343249.1	1	STIL, centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]	protein_coding
28377	ENSACAG00000003209	SNTB2	1174	17884	GL343643.1	1	syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169]	protein_coding
28377	ENSACAG00000000374		13212	62717	GL344157.1	1		protein_coding
28377	ENSACAG00000011864	PHLPP1	125236	221791	GL343265.1	-1	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]	protein_coding
28377	ENSACAG00000003421	MBD5	245611	345803	GL343278.1	-1	methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:HGNC:20444]	protein_coding
28377	ENSACAG00000023475		236798	238456	GL343405.1	1		protein_coding
28377	ENSACAG00000006755	HK3	1010	12327	GL343526.1	1	hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925]	protein_coding
28377	ENSACAG00000003307		21145	32610	GL343643.1	1		protein_coding
28377	ENSACAG00000007577		584	9956	AAWZ02038681	1		protein_coding
28377	ENSACAG00000006274	NEXN	4745632	4800375	GL343194.1	1	nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]	protein_coding
28377	ENSACAG00000010909	RAD21	7050808	7082307	4	1	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]	protein_coding
28377	ENSACAG00000005798	NUF2	330568	361941	GL343405.1	1	NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]	protein_coding
28377	ENSACAG00000027626		4429	8757	GL345071.1	1		protein_coding
28377	ENSACAG00000005980	TAL1	1715052	1730096	GL343249.1	1	TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]	protein_coding
28377	ENSACAG00000003430	ORC4	408251	441175	GL343278.1	1	origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]	protein_coding
28377	ENSACAG00000028602	PDZK1IP1	1766541	1783462	GL343249.1	1	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]	protein_coding
28377	ENSACAG00000003436	PDF	32383	33870	GL343643.1	-1	peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]	protein_coding
28377	ENSACAG00000011813	ZCCHC2	408099	435308	GL343265.1	-1	zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]	protein_coding
28377	ENSACAG00000006310	FUBP1	4801696	4831828	GL343194.1	-1	far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]	protein_coding
28377	ENSACAG00000003438		38676	46203	GL343643.1	-1		protein_coding
28377	ENSACAG00000011061	UTP23	7082438	7095660	4	-1	UTP23, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]	protein_coding
28377	ENSACAG00000011780	TNFRSF11A	448168	487389	GL343265.1	-1	TNF receptor superfamily member 11a [Source:HGNC Symbol;Acc:HGNC:11908]	protein_coding
28377	ENSACAG00000005840	PBX1	648257	873799	GL343405.1	1	PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]	protein_coding
28377	ENSACAG00000003484	ACVR2A	448337	512683	GL343278.1	-1	activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]	protein_coding
28377	ENSACAG00000017775		609	14241	GL344241.1	1		protein_coding
28377	ENSACAG00000006929	UNC5A	13711	45710	GL343526.1	-1	unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567]	protein_coding
28377	ENSACAG00000003476	NIP7	46358	49390	GL343643.1	1	NIP7, nucleolar pre-rRNA processing protein [Source:HGNC Symbol;Acc:HGNC:24328]	protein_coding
28377	ENSACAG00000011074	EIF3H	7106826	7165541	4	1	eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]	protein_coding
28377	ENSACAG00000026637		3671	4483	AAWZ02041558	-1		protein_coding
28377	ENSACAG00000006469	DNAJB4	4850499	4862966	GL343194.1	1	DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]	protein_coding
28377	ENSACAG00000011615	KIAA1468	503318	559516	GL343265.1	-1	KIAA1468 [Source:HGNC Symbol;Acc:HGNC:29289]	protein_coding
28377	ENSACAG00000005493		4084	5274	AAWZ02041649	-1		protein_coding
28377	ENSACAG00000003489		50542	53248	GL343643.1	-1		protein_coding
28377	ENSACAG00000017776	NCAN	17761	49226	GL344241.1	-1	neurocan [Source:HGNC Symbol;Acc:HGNC:2465]	protein_coding
28377	ENSACAG00000006486	GIPC2	4878266	4908791	GL343194.1	1	GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177]	protein_coding
28377	ENSACAG00000003439	ARRDC1	2124	8633	GL344460.1	1	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	protein_coding
28377	ENSACAG00000003497	TERF2	55815	67414	GL343643.1	-1	telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729]	protein_coding
28377	ENSACAG00000006527	PTGFR	4992051	5050754	GL343194.1	1	prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600]	protein_coding
28377	ENSACAG00000011161	TRPS1	7655864	7877503	4	1	transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]	protein_coding
28377	ENSACAG00000027944		5115588	5115764	GL343194.1	1		protein_coding
28377	ENSACAG00000006996	TSPAN17	327782	358692	GL343526.1	-1	tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]	protein_coding
28377	ENSACAG00000024387		5153726	5163316	GL343194.1	1		protein_coding
28377	ENSACAG00000000082		2834	4938	AAWZ02039446	1		protein_coding
28377	ENSACAG00000003522	CYB5B	82996	97930	GL343643.1	1	cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]	protein_coding
28377	ENSACAG00000006542		5168586	5175593	GL343194.1	1		protein_coding
28377	ENSACAG00000025085		4272	5687	AAWZ02041384	1		protein_coding
28377	ENSACAG00000012303	TOX3	54130	92957	GL343227.1	1	TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]	protein_coding
28377	ENSACAG00000005985		1803551	1829271	GL343249.1	1		protein_coding
28377	ENSACAG00000011559	PIGN	581009	751344	GL343265.1	1	phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]	protein_coding
28377	ENSACAG00000029061		56242	57343	GL344241.1	1		protein_coding
28377	ENSACAG00000021944		746	6748	AAWZ02038983	1		protein_coding
28377	ENSACAG00000003530	NFAT5	123922	145470	GL343643.1	1	nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]	protein_coding
28377	ENSACAG00000006551		5183105	5195414	GL343194.1	1		protein_coding
28377	ENSACAG00000029315		3858	4937	AAWZ02041890	1		protein_coding
28377	ENSACAG00000003719	CSMD3	8980038	9346972	4	1	CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]	protein_coding
28377	ENSACAG00000007055	EIF4E1B	376160	388705	GL343526.1	-1	eukaryotic translation initiation factor 4E family member 1B [Source:HGNC Symbol;Acc:HGNC:33179]	protein_coding
28377	ENSACAG00000014399	SALL1	855740	880271	GL343227.1	1	spalt like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10524]	protein_coding
28377	ENSACAG00000010682		279	4334	AAWZ02041686	1		protein_coding
28377	ENSACAG00000010515		89	7557	AAWZ02038667	-1		protein_coding
28377	ENSACAG00000028587		5323	6348	GL344068.1	1		protein_coding
28377	ENSACAG00000007072	SNCB	400339	432460	GL343526.1	1	synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140]	protein_coding
28377	ENSACAG00000006559	ADGRL4	5342234	5491169	GL343194.1	-1	adhesion G protein-coupled receptor L4 [Source:HGNC Symbol;Acc:HGNC:20822]	protein_coding
28377	ENSACAG00000026313		52533	54230	GL344068.1	-1		protein_coding
28377	ENSACAG00000028798		17961	19238	GL344588.1	1		protein_coding
28377	ENSACAG00000011381		3815	8566	GL344961.1	1		protein_coding
28377	ENSACAG00000026509		4096	26041	GL344032.1	-1		protein_coding
28377	ENSACAG00000026525		67263	93573	GL344068.1	1		protein_coding
28377	ENSACAG00000003660	NQO1	151524	157155	GL343643.1	-1	NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]	protein_coding
28377	ENSACAG00000006566		5892980	5894236	GL343194.1	1		protein_coding
28377	ENSACAG00000028339		6149504	6150543	GL343194.1	1		protein_coding
28377	ENSACAG00000022970		8983	12360	GL344961.1	1		protein_coding
28377	ENSACAG00000011557	RNF152	945366	945977	GL343265.1	1	ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811]	protein_coding
28377	ENSACAG00000002767		28010	36129	GL344032.1	-1		protein_coding
28377	ENSACAG00000029231		7053108	7054361	GL343194.1	-1		protein_coding
28377	ENSACAG00000026996		62	21964	AAWZ02036460	-1		protein_coding
28377	ENSACAG00000003697	NOB1	158729	173007	GL343643.1	-1	NIN1/PSMD8 binding protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:29540]	protein_coding
28377	ENSACAG00000014388	CYLD	1170436	1189173	GL343227.1	-1	CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]	protein_coding
28377	ENSACAG00000011301	CDH20	1130581	1420125	GL343265.1	-1	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]	protein_coding
28377	ENSACAG00000007073		439687	463559	GL343526.1	-1		protein_coding
28377	ENSACAG00000013267		967	14863	AAWZ02037712	1		protein_coding
28377	ENSACAG00000003738	WWP2	172190	214414	GL343643.1	1	WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]	protein_coding
28377	ENSACAG00000002650		40102	85155	GL344032.1	-1		protein_coding
28377	ENSACAG00000002390		12766	30703	GL344118.1	-1		protein_coding
28377	ENSACAG00000006572	ADGRL2	7459226	7671974	GL343194.1	1	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	protein_coding
28377	ENSACAG00000013317	PIK3CD	43576	98773	LGh	1	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]	protein_coding
28377	ENSACAG00000005850		604	807	AAWZ02039932	1		protein_coding
28377	ENSACAG00000014372	SNX20	1206039	1216828	GL343227.1	1	sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]	protein_coding
28377	ENSACAG00000002429	ADIPOR1	30058	52076	GL344118.1	1	adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040]	protein_coding
28377	ENSACAG00000014357	NKD1	1313029	1492274	GL343227.1	-1	naked cuticle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17045]	protein_coding
28377	ENSACAG00000024210		191	4659	AAWZ02037142	-1		protein_coding
28377	ENSACAG00000027453		18312	18392	GL344038.1	-1		protein_coding
28377	ENSACAG00000014280	BRD7	1686859	1704416	GL343227.1	1	bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]	protein_coding
28377	ENSACAG00000024761		9049298	9050149	GL343194.1	-1		protein_coding
28377	ENSACAG00000002520		70408	79629	GL344118.1	1		protein_coding
28377	ENSACAG00000025007		13614	16058	AAWZ02037142	-1		protein_coding
28377	ENSACAG00000005860	TTLL7	9214348	9317627	GL343194.1	-1	tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]	protein_coding
28377	ENSACAG00000013661	CTDSPL2	6014	32862	GL343795.1	-1	CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]	protein_coding
28377	ENSACAG00000003862	PSMD7	217269	221948	GL343643.1	-1	proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]	protein_coding
28377	ENSACAG00000028807		33611	35389	GL343659.1	1		protein_coding
28377	ENSACAG00000006298	ELMOD1	37987	62859	GL343659.1	1	ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]	protein_coding
28377	ENSACAG00000002558	KCNV1	10586090	10598305	4	1	potassium voltage-gated channel modifier subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:18861]	protein_coding
28377	ENSACAG00000008555		1965856	2000344	GL343265.1	-1		protein_coding
28377	ENSACAG00000002527	SYBU	10708651	10738992	4	1	syntabulin [Source:HGNC Symbol;Acc:HGNC:26011]	protein_coding
28377	ENSACAG00000008564	GLE1	52434	78241	GL344038.1	-1	GLE1, RNA export mediator [Source:HGNC Symbol;Acc:HGNC:4315]	protein_coding
28377	ENSACAG00000005844	PRKACB	9373023	9421597	GL343194.1	1	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]	protein_coding
28377	ENSACAG00000013573	CASC4	46137	60600	GL343795.1	-1	cancer susceptibility 4 [Source:HGNC Symbol;Acc:HGNC:24892]	protein_coding
28377	ENSACAG00000014022	ADCY7	1708445	1812981	GL343227.1	-1	adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]	protein_coding
28377	ENSACAG00000029694	SAMD13	9459665	9480652	GL343194.1	1	sterile alpha motif domain containing 13 [Source:HGNC Symbol;Acc:HGNC:24582]	protein_coding
28377	ENSACAG00000006268	SLC35F2	132121	165257	GL343659.1	-1	solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]	protein_coding
28377	ENSACAG00000002489	EBAG9	10742514	10755401	4	-1	estrogen receptor binding site associated, antigen, 9 [Source:HGNC Symbol;Acc:HGNC:3123]	protein_coding
28377	ENSACAG00000005810		9484951	9505964	GL343194.1	-1		protein_coding
28377	ENSACAG00000015524	FRMD5	150290	195699	GL343795.1	1	FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]	protein_coding
28377	ENSACAG00000006243	RAB39A	175570	190272	GL343659.1	1	RAB39A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16521]	protein_coding
28377	ENSACAG00000006115	CUL5	194347	239292	GL343659.1	1	cullin 5 [Source:HGNC Symbol;Acc:HGNC:2556]	protein_coding
28377	ENSACAG00000026332		34859	36307	GL344035.1	-1		protein_coding
28377	ENSACAG00000006613		1835205	1850589	GL343249.1	-1		protein_coding
28377	ENSACAG00000015499		201263	216356	GL343795.1	-1		protein_coding
28377	ENSACAG00000025539		52225	52899	GL344035.1	1		protein_coding
28377	ENSACAG00000008522		87534	93917	GL344038.1	-1		protein_coding
28377	ENSACAG00000000859	TSR1	265	13754	AAWZ02037887	-1	TSR1, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25542]	protein_coding
28377	ENSACAG00000005782	DNASE2B	9509532	9520906	GL343194.1	1	deoxyribonuclease 2 beta [Source:HGNC Symbol;Acc:HGNC:28875]	protein_coding
28377	ENSACAG00000025662		98410	102567	GL344038.1	-1		protein_coding
28377	ENSACAG00000003039		10757617	10767854	4	-1		protein_coding
28377	ENSACAG00000013206	CLSTN1	105838	154502	LGh	-1	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]	protein_coding
28377	ENSACAG00000023461		99616	99969	GL344038.1	1		protein_coding
28377	ENSACAG00000005753	RPF1	9606944	9614127	GL343194.1	1	ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]	protein_coding
28377	ENSACAG00000006620		1863196	1879999	GL343249.1	-1		protein_coding
28377	ENSACAG00000006042	ACAT1	244804	261358	GL343659.1	1	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	protein_coding
28377	ENSACAG00000004002		21	7768	AAWZ02039643	-1		protein_coding
28377	ENSACAG00000002434	NUDCD1	10771874	10825943	4	1	NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]	protein_coding
28377	ENSACAG00000005743	GNG5	9617960	9621891	GL343194.1	-1	G protein subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408]	protein_coding
28377	ENSACAG00000010418	TRHR	10885850	10916556	4	-1	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]	protein_coding
28377	ENSACAG00000010417	TMEM74	11054005	11054748	4	1	transmembrane protein 74 [Source:HGNC Symbol;Acc:HGNC:26409]	protein_coding
28377	ENSACAG00000013952	PAPD5	1833023	1867762	GL343227.1	-1	poly(A) RNA polymerase D5, non-canonical [Source:HGNC Symbol;Acc:HGNC:30758]	protein_coding
28377	ENSACAG00000029579	SPATA1	9624918	9651943	GL343194.1	1	spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:14682]	protein_coding
28377	ENSACAG00000029634		9660184	9672217	GL343194.1	-1		protein_coding
28377	ENSACAG00000006020	NPAT	264386	288941	GL343659.1	-1	nuclear protein, coactivator of histone transcription [Source:HGNC Symbol;Acc:HGNC:7896]	protein_coding
28377	ENSACAG00000013838	HEATR3	1872261	1895537	GL343227.1	-1	HEAT repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26087]	protein_coding
28377	ENSACAG00000005676		9677310	9686845	GL343194.1	-1		protein_coding
28377	ENSACAG00000013203	CTNNBIP1	190227	229856	LGh	-1	catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]	protein_coding
28377	ENSACAG00000024631		3201	8853	AAWZ02037913	1		protein_coding
28377	ENSACAG00000010310	EMC2	11116931	11175486	4	-1	ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]	protein_coding
28377	ENSACAG00000006623		1880734	1908444	GL343249.1	-1		protein_coding
28377	ENSACAG00000009721	MAP2K1	1152	5061	AAWZ02039589	1	mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]	protein_coding
28377	ENSACAG00000013833		1911383	1930741	GL343227.1	1		protein_coding
28377	ENSACAG00000004256	ZMIZ1	362685	568740	GL343468.1	1	zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]	protein_coding
28377	ENSACAG00000005664		9688384	9741064	GL343194.1	-1		protein_coding
28377	ENSACAG00000013803	ZNF423	2250899	2486845	GL343227.1	1	zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]	protein_coding
28377	ENSACAG00000004362		590829	610574	GL343468.1	1		protein_coding
28377	ENSACAG00000005001	EVI5L	305	26785	GL343286.1	-1	ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]	protein_coding
28377	ENSACAG00000004082		1984	23442	AAWZ02036695	1		protein_coding
28377	ENSACAG00000029450		81808	136389	GL343286.1	1		protein_coding
28377	ENSACAG00000005639		9747876	9782848	GL343194.1	1		protein_coding
28377	ENSACAG00000029644		3244	9102	AAWZ02039234	1		protein_coding
28377	ENSACAG00000023710		63056	65780	GL343582.1	-1		protein_coding
28377	ENSACAG00000012401	KCNJ3	134663	147756	GL343296.1	-1	potassium voltage-gated channel subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:6264]	protein_coding
28377	ENSACAG00000016171	NRL	12103	15590	GL344685.1	1	neural retina leucine zipper [Source:HGNC Symbol;Acc:HGNC:8002]	protein_coding
28377	ENSACAG00000014200		9800623	9804024	GL343194.1	1		protein_coding
28377	ENSACAG00000026466		4492	5484	GL343787.1	1		protein_coding
28377	ENSACAG00000012427	GALNT13	255017	508964	GL343296.1	-1	polypeptide N-acetylgalactosaminyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:23242]	protein_coding
28377	ENSACAG00000005622		9814233	9825915	GL343194.1	-1		protein_coding
28377	ENSACAG00000006667		1942574	1982744	GL343249.1	-1		protein_coding
